0.005;0.38088353325312446;0.014106692005277118;0.0005965074338162331;0.08597643725492983;0.008821721925341586
0.01;0.3807788515886258;0.02817421632394761;0.0017847604964094678;0.08593316654789623;0.01762701712391195
0.015;0.38062537758945597;0.04216422611915003;0.0035553829388785614;0.08586928439205638;0.026400341444795354
0.02;0.38042719230417177;0.0560399702382553;0.0058946706304979805;0.08578699882388485;0.03512786460866804
0.025;0.38018945438718404;0.0697669784310322;0.00878500192962153;0.08568764414479578;0.04379820168260444
0.030000000000000002;0.37991818592542176;0.08331362206407235;0.012205347662283952;0.08557180487611853;0.05240304041321621
0.035;0.3796200457288017;0.09665152502577057;0.016131854214784615;0.08544170100829838;0.060937528437476116
0.04;0.3793021032886303;0.1097558270927797;0.02053847438116386;0.0853018443318027;0.06940034321352904
0.045;0.3789716126833812;0.12260529264692002;0.025397596831647263;0.08515656452910632;0.07779359728845639
0.049999999999999996;0.37863581649028977;0.13518227404870317;0.030680669535150168;0.08500578386418177;0.08612224897117396
0.05499999999999999;0.37830176686537537;0.14747256228636468;0.036358798151288084;0.08486118736866537;0.09439358219266158
0.05999999999999999;0.3779762560485347;0.15946511168363073;0.04240335441108488;0.0847196659217108;0.10261695016974827
0.06499999999999999;0.37766576701795784;0.17115158038358158;0.048786287487306956;0.08458090292772404;0.11080314532625718
0.06999999999999999;0.3773764273986735;0.1825258966293253;0.05548038695326027;0.08444651010255438;0.11896336049466472
0.075;0.3771139354755808;0.1935839999545672;0.06245929367862424;0.08432542856233734;0.12710866958791484
0.08;0.376883434937198;0.2043235844787166;0.0696976450777337;0.08422687700954047;0.13524949656077775
0.085;0.37668946763158956;0.2147438263329965;0.07717118502895325;0.08415193545170592;0.14339616084194953
0.09000000000000001;0.3765360085633534;0.22484513650492224;0.0848568709759616;0.08409346271866042;0.1515591794299562
0.09500000000000001;0.3764265044091407;0.23462897839442814;0.0927326221767079;0.08405315490730147;0.15974703248126607
0.10000000000000002;0.3763638267154284;0.24409769808194995;0.10077703748396934;0.08402441902015739;0.16796876140224154
